Date,Distance (Km),Duration (HH:mm),Over speeding,Over RPM,Idle time,Acceleration,Deceleration,Total,Ranking,Target Variable,Quarter_bin,Month,Year
31/10/2023,5936.5,97.26666666666667,96,100,65,100,100,88,98,Good,Q4_2022,2,2023
30/04/2023,6295.4,184.01666666666668,78,100,51,98,99,87,44,Good,Q1_2023,3,2023
30/11/2023,9895.6,144.61666666666667,80,100,35,100,97,85,109,Good,Q4_2023,12,2023
31/05/2023,65.4,8.383333333333333,100,100,39,99,100,88,58,Good,Q2_2023,8,2023
30/04/2023,2701.2,119.91666666666667,100,100,43,100,100,82,88,Good,Q2_2022,5,2022
28/02/2022,4619.6,105.43333333333334,90,100,60,100,100,85,84,Good,Q2_2022,11,2022
30/06/2022,4455.1,09:36:00,96,100,33,99,100,87,73,Good,Q2_2022,6,2022
31/03/2023,5249.7,142.46666666666667,86,100,31,98,98,86,76,Risky,Q1_2023,4,2023
31/10/2022,5398.1,132.58333333333334,96,100,40,100,99,85,82,Good,Q3_2022,8,2022
30/06/2022,2499.9,0.8333333333333334,81,100,32,100,100,85,99,Good,Q2_2022,6,2022
31/08/2022,5854.8,12.616666666666667,95,100,52,99,91,82,108,Good,Q3_2022,9,2022
29/02/2024,292.0,9.816666666666666,66,100,35,100,98,66,155,Risky,Q1_2024,4,2024
31/10/2022,3919.4,129.16666666666666,96,100,34,100,92,78,84,Good,Q3_2022,10,2022
31/08/2023,3189.7,170.43333333333334,67,100,37,99,99,74,147,Good,Q3_2023,9,2023
31/03/2023,5800.9,153.03333333333333,81,100,41,100,100,90,63,Risky,Q1_2023,3,2023
31/10/2023,6708.1,63.68333333333333,100,100,53,98,96,83,79,Good,Q3_2023,10,2023
29/02/2024,0.0,01:12:00,99,100,83,100,100,92,6,Good,Q2_2023,2,2023
30/04/2023,5957.7,159.06666666666666,99,100,59,100,100,89,37,Good,Q1_2023,4,2023
31/08/2022,9393.9,131.01666666666668,89,99,43,91,95,85,118,Good,Q3_2022,9,2022
31/10/2023,399.5,180.46666666666667,99,100,57,97,100,89,37,Good,Q2_2023,5,2023
29/02/2024,9115.1,99.46666666666667,77,95,39,100,100,88,79,Good,Q1_2023,7,2023
30/06/2023,6098.7,259.6166666666667,87,100,57,100,100,86,50,Good,Q2_2023,5,2023
30/06/2023,4512.1,100.76666666666667,81,100,36,100,100,89,118,Good,Q2_2023,9,2023
31/01/2023,6526.5,87.48333333333333,88,100,49,100,99,86,42,Good,Q4_2022,5,2023
30/09/2023,5247.8,229.36666666666667,81,100,36,99,98,82,142,Good,Q3_2023,9,2023
31/12/2023,7903.3,263.18333333333334,80,100,88,98,95,89,131,Good,Q4_2023,12,2023
30/11/2022,6014.2,100.11666666666666,95,100,44,100,97,87,73,Good,Q4_2022,1,2022
31/10/2022,5425.1,151.13333333333333,100,100,45,100,100,92,19,Good,Q3_2022,11,2022
31/05/2023,8458.9,75.38333333333334,95,100,22,99,99,80,99,Good,Q2_2023,6,2023
31/05/2023,5762.1,124.01666666666667,100,100,72,99,99,87,127,Good,Q2_2023,2,2023
31/12/2022,6080.1,105.83333333333333,99,100,28,99,100,90,57,Good,Q4_2022,12,2022
31/03/2023,4593.0,96.21666666666667,72,99,37,100,98,83,166,Risky,Q1_2023,3,2023
31/08/2022,7221.1,196.61666666666667,89,100,57,100,83,87,29,Good,Q3_2023,8,2023
31/08/2023,6710.0,75.38333333333334,94,100,36,100,100,87,140,Good,Q3_2023,7,2023
31/01/2024,6012.8,251.03333333333333,90,100,66,100,96,81,133,Good,Q4_2023,12,2024
31/08/2022,8920.5,148.03333333333333,100,100,51,98,99,88,89,Good,Q2_2022,6,2022
30/09/2023,5992.2,87.86666666666666,72,99,36,100,95,83,131,Good,Q3_2023,10,2023
31/08/2023,6776.6,57.083333333333336,77,100,73,100,99,88,80,Good,Q3_2023,9,2023
31/08/2022,4513.4,0.11666666666666667,77,97,46,100,99,84,90,Good,Q2_2023,9,2022
30/11/2023,0.0,199.91666666666666,83,100,54,100,100,83,68,Good,Q4_2023,12,2023
31/10/2023,3053.5,261.81666666666666,78,100,72,100,95,86,49,Good,Q3_2023,9,2023
31/01/2023,207.2,100.16666666666667,100,100,47,99,100,92,130,Good,Q4_2022,1,2023
31/07/2023,5498.0,6.266666666666667,85,100,44,100,100,88,53,Good,Q2_2023,7,2023
31/08/2023,8380.6,117.28333333333333,99,100,53,100,98,89,63,Good,Q3_2022,9,2022
31/01/2024,6818.2,267.68333333333334,57,100,47,100,99,84,110,Good,Q4_2023,12,2023
31/10/2023,5705.8,229.36666666666667,78,100,50,99,91,73,154,Good,Q3_2023,9,2023
30/09/2022,8637.3,107.41666666666667,99,100,49,99,100,87,95,Good,Q2_2022,9,2022
31/05/2022,3320.8,6.366666666666666,90,100,43,100,100,91,87,Good,Q2_2022,5,2022
31/05/2023,6787.7,209.48333333333332,100,100,52,100,98,90,44,Good,Q2_2023,9,2023
30/06/2022,5858.2,130.21666666666667,78,100,54,99,100,83,119,Good,Q2_2022,6,2022
28/02/2023,0.0,156.83333333333334,100,98,100,100,100,89,9,Good,Q3_2022,1,2022
29/02/2024,0.0,22.383333333333333,100,100,93,100,100,95,1,Good,Q2_2023,7,2023
30/11/2022,5341.3,00:00:00,95,100,29,100,100,90,68,Good,Q4_2022,5,2022
31/10/2022,4627.1,104.11666666666666,70,100,38,90,95,84,112,Good,Q3_2022,9,2022
31/07/2022,4997.1,155.71666666666667,95,99,64,100,100,85,9,Good,Q2_2022,7,2022
31/01/2023,7787.3,215.28333333333333,99,100,44,100,100,90,112,Good,Q4_2022,1,2022
31/07/2022,6122.4,112.38333333333334,96,95,44,100,98,88,34,Good,Q2_2022,2,2022
31/01/2023,8252.2,20:24:00,80,100,46,98,100,88,92,Good,Q4_2022,7,2022
30/06/2023,0.0,161.61666666666667,99,100,100,100,100,100,19,Good,Q2_2023,5,2022
31/12/2023,8904.3,260.51666666666665,49,100,27,100,100,70,173,Risky,Q4_2023,12,2023
29/02/2024,4158.1,166.83333333333334,83,100,46,100,100,88,42,Good,Q1_2024,2,2024
29/02/2024,4730.2,9.816666666666666,84,100,84,100,100,82,41,Good,Q1_2024,2,2024
31/01/2024,6549.6,75.86666666666666,75,100,45,100,100,78,97,Good,Q4_2023,1,2024
31/01/2023,10080.5,112.38333333333334,99,100,83,97,99,93,6,Good,Q4_2022,12,2023
31/03/2022,5622.4,135.01666666666668,98,100,26,99,99,85,106,Good,Q1_2022,3,2022
30/06/2022,5095.4,156.83333333333334,98,100,34,100,100,81,78,Good,Q3_2022,7,2022
28/02/2023,0.0,09:36:00,100,100,100,100,99,93,4,Good,Q3_2023,2,2024
28/02/2022,7139.3,6.366666666666666,96,99,50,100,99,88,72,Good,Q2_2022,1,2023
30/06/2023,7672.9,105.43333333333334,58,100,15,100,100,72,173,Risky,Q4_2022,12,2022
31/10/2023,8295.8,15:36:00,89,100,21,100,100,75,149,Good,Q1_2023,2,2023
30/04/2022,5781.4,105.43333333333334,97,100,39,99,100,87,23,Good,Q1_2022,3,2022
31/07/2023,6611.1,93.81666666666666,99,100,39,100,100,84,42,Good,Q2_2023,7,2023
31/01/2024,5483.3,114.61666666666666,89,100,67,100,100,90,10,Good,Q1_2024,9,2024
30/11/2022,5102.8,06:00:00,82,100,39,100,100,86,87,Good,Q2_2022,9,2022
30/04/2022,6701.0,102.66666666666667,92,100,77,99,99,87,70,Good,Q1_2022,4,2022
31/01/2024,151.3,75.86666666666666,99,100,68,100,100,84,115,Good,Q1_2024,1,2024
31/03/2022,6440.1,124.01666666666667,86,100,13,100,100,85,63,Good,Q1_2022,3,2022
31/07/2022,10148.2,03:36:00,96,100,48,100,100,88,65,Good,Q4_2022,12,2022
31/01/2023,7246.5,79.93333333333334,97,100,59,100,100,87,91,Good,Q4_2022,1,2023
31/10/2023,270.1,61.583333333333336,99,100,49,100,100,80,154,Good,Q3_2023,9,2023
31/01/2022,0.0,127.68333333333334,96,100,37,100,100,100,66,Good,Q1_2022,1,2022
31/08/2023,10688.7,8.383333333333333,79,100,44,100,99,74,72,Good,Q3_2023,11,2023
31/10/2023,4830.5,0.36666666666666664,90,100,52,98,98,90,43,Good,Q3_2023,9,2023
28/02/2022,0.0,143.13333333333333,99,100,73,100,100,99,103,Good,Q1_2024,2,2022
31/07/2023,4512.0,189.71666666666667,99,100,58,100,100,89,82,Good,Q2_2023,5,2023
30/04/2022,4100.9,87.48333333333333,96,100,48,100,100,85,97,Good,Q1_2022,3,2022
31/08/2022,5969.9,101.46666666666667,81,100,62,98,100,92,10,Good,Q3_2022,2,2022
31/03/2022,3066.0,210.61666666666667,83,100,46,100,100,86,57,Good,Q1_2022,3,2022
31/07/2023,5143.3,224.96666666666667,88,100,60,100,100,82,99,Good,Q2_2023,6,2023
31/12/2022,5805.9,109.41666666666667,100,100,100,100,100,100,9,Good,Q4_2022,12,2022
31/10/2022,4787.4,97.78333333333333,94,100,25,91,100,85,74,Good,Q3_2022,8,2022
31/07/2023,3010.7,42.983333333333334,77,100,35,100,98,74,50,Good,Q3_2022,5,2023
30/04/2022,6758.7,138.03333333333333,92,99,41,99,100,86,145,Good,Q1_2022,3,2022
31/05/2023,6956.6,173.16666666666666,94,100,48,100,100,88,131,Good,Q2_2023,7,2023
28/02/2023,5719.8,150.43333333333334,86,100,76,99,100,88,89,Good,Q2_2023,10,2022
31/10/2022,5394.8,154.66666666666666,95,100,46,97,92,86,116,Good,Q3_2022,8,2022
31/12/2023,7662.3,00:00:00,94,100,51,100,100,81,100,Good,Q4_2023,12,2023
30/09/2023,4953.7,232.51666666666668,83,99,47,97,92,82,102,Good,Q3_2023,7,2023
31/12/2022,9849.7,159.83333333333334,99,100,41,100,100,91,134,Good,Q4_2022,1,2022
30/06/2022,5350.7,6.366666666666666,91,99,51,99,100,85,74,Good,Q2_2022,6,2023
30/11/2023,291.1,156.83333333333334,57,100,35,100,100,97,20,Risky,Q3_2022,11,2023
31/05/2023,0.0,180.46666666666667,100,100,55,100,100,90,39,Good,Q2_2023,10,2023
31/10/2023,5654.5,14.516666666666667,34,93,77,100,93,87,41,Good,Q3_2023,10,2023
31/03/2022,4290.6,03:36:00,100,100,27,100,100,85,50,Good,Q1_2022,3,2022
30/09/2023,6547.9,132.21666666666667,72,98,41,99,91,85,99,Good,Q3_2023,7,2023
31/07/2023,5455.2,46.36666666666667,90,100,44,97,99,83,91,Good,Q3_2023,7,2023
31/12/2023,6074.5,105.43333333333334,91,100,55,100,100,89,67,Good,Q2_2023,5,2023
30/09/2022,0.0,114.38333333333334,99,100,67,100,100,91,117,Good,Q3_2022,2,2022
30/09/2023,168.7,177.38333333333333,79,100,53,99,99,49,153,Good,Q3_2023,9,2023
31/05/2023,4426.8,75.38333333333334,89,100,40,100,96,83,110,Good,Q2_2023,7,2023
31/08/2023,6275.2,46.36666666666667,94,100,32,100,100,72,47,Good,Q2_2022,2,2022
30/06/2022,5072.6,142.13333333333333,86,99,57,100,100,84,51,Good,Q2_2022,8,2022
31/05/2022,127.0,2.2333333333333334,99,100,100,100,100,96,10,Good,Q3_2022,8,2022
29/02/2024,5920.0,185.21666666666667,100,100,39,100,100,86,11,Good,Q4_2022,1,2023
30/06/2022,4114.3,87.48333333333333,99,100,72,100,100,100,8,Good,Q2_2022,9,2022
31/05/2022,5129.8,03:36:00,94,100,40,100,100,85,113,Good,Q2_2022,2,2023
31/10/2023,10421.8,26.266666666666666,85,100,44,97,95,87,40,Risky,Q3_2023,10,2023
31/01/2024,8839.2,60.266666666666666,84,100,42,100,100,85,114,Good,Q4_2023,12,2024
31/10/2022,4604.2,181.63333333333333,85,100,38,100,99,89,95,Good,Q3_2023,10,2023
31/03/2023,401.2,91.61666666666666,100,100,68,100,100,91,14,Good,Q1_2023,4,2023
28/02/2023,7863.7,180.46666666666667,100,100,73,99,98,89,25,Good,Q2_2022,9,2022
30/06/2022,4823.3,00:00:00,95,100,23,100,100,97,123,Good,Q2_2022,6,2022
31/07/2022,5722.5,129.16666666666666,91,99,30,99,90,76,66,Good,Q2_2022,7,2022
31/07/2022,9148.4,162.96666666666667,93,100,39,98,99,85,103,Good,Q3_2023,10,2023
31/10/2023,4875.6,210.41666666666666,99,100,42,100,100,87,49,Good,Q4_2023,2,2023
30/11/2023,417.8,0.16666666666666666,100,100,82,95,100,84,31,Good,Q1_2024,11,2023
31/07/2022,5991.1,127.53333333333333,96,100,49,100,100,87,55,Good,Q2_2022,7,2023
31/10/2022,3337.0,135.56666666666666,100,95,43,91,100,85,82,Good,Q3_2022,7,2022
30/09/2023,5824.7,130.26666666666668,83,100,44,95,100,84,115,Good,Q3_2023,8,2023
30/11/2022,5247.9,112.18333333333334,99,100,39,99,97,90,33,Good,Q4_2022,8,2022
31/05/2023,6039.7,132.51666666666668,100,100,71,100,100,90,88,Good,Q2_2023,7,2023
30/04/2023,4411.8,135.41666666666666,100,100,49,100,100,92,87,Good,Q1_2023,4,2023
30/09/2023,5438.5,232.51666666666668,51,100,31,100,98,74,148,Risky,Q3_2023,10,2023
31/12/2022,8859.2,105.43333333333334,98,93,47,100,99,88,132,Good,Q4_2022,12,2022
31/01/2022,6138.7,2.8833333333333333,79,100,36,100,96,82,108,Good,Q1_2022,6,2022
31/10/2023,5684.0,152.36666666666667,93,100,53,100,100,89,109,Good,Q3_2023,9,2023
31/08/2023,6439.6,135.56666666666666,86,100,56,96,96,85,95,Good,Q3_2023,10,2023
31/03/2023,5796.3,177.28333333333333,86,98,48,98,99,83,41,Good,Q1_2023,3,2023
30/04/2022,5930.4,124.96666666666667,94,100,41,99,100,87,122,Good,Q1_2022,3,2022
29/02/2024,0.0,156.83333333333334,100,100,87,100,100,100,5,Good,Q1_2023,2,2024
28/02/2023,6182.3,03:36:00,83,100,73,98,99,84,134,Good,Q2_2022,2,2023
29/02/2024,5136.3,00:00:00,86,100,45,100,100,87,99,Good,Q1_2023,1,2023
31/07/2022,5934.7,127.68333333333334,78,99,55,99,92,81,81,Good,Q3_2023,7,2023
31/12/2023,8578.4,444.3833333333333,79,100,25,100,100,71,158,Risky,Q4_2022,12,2023
30/11/2023,10229.8,1.1666666666666667,80,99,36,100,99,81,135,Good,Q4_2023,12,2023
28/02/2022,0.0,171.16666666666666,100,100,44,100,100,100,41,Good,Q1_2022,2,2022
31/07/2022,9749.4,105.43333333333334,97,100,46,99,100,89,73,Good,Q2_2022,6,2022
29/02/2024,0.0,169.63333333333333,100,100,82,100,100,88,3,Good,Q3_2022,10,2022
30/04/2023,7901.1,89.81666666666666,82,100,46,100,100,86,143,Good,Q1_2023,3,2023
29/02/2024,0.0,46.36666666666667,99,100,80,100,100,94,21,Good,Q1_2024,2,2024
31/05/2023,9902.4,18.216666666666665,89,100,66,99,100,79,77,Good,Q2_2023,5,2023
31/10/2022,5900.8,104.18333333333334,96,100,28,95,95,86,100,Good,Q3_2022,9,2022
30/11/2023,9312.2,169.18333333333334,68,99,50,97,98,84,128,Good,Q4_2023,12,2023
31/03/2023,103.9,124.96666666666667,99,100,53,100,100,90,136,Good,Q1_2023,3,2023
31/08/2023,7447.4,210.61666666666667,90,100,70,98,98,80,126,Good,Q1_2023,1,2023
31/07/2023,3911.5,34.31666666666667,99,99,77,98,99,85,86,Good,Q2_2023,6,2023
30/09/2022,5102.3,86.38333333333334,99,98,46,97,95,85,92,Good,Q3_2022,9,2022
30/09/2023,5867.2,97.78333333333333,93,100,44,100,100,84,109,Good,Q3_2023,7,2023
31/07/2022,6433.3,124.96666666666667,97,100,37,98,99,90,74,Good,Q2_2022,5,2022
30/04/2023,6407.5,180.46666666666667,83,99,21,100,99,81,149,Good,Q1_2023,4,2023
30/11/2022,9668.5,152.36666666666667,92,100,58,97,99,85,53,Good,Q4_2022,8,2022
31/10/2022,6823.1,187.46666666666667,93,100,40,95,100,87,125,Good,Q3_2022,9,2022
29/02/2024,3034.6,1.2166666666666668,86,100,100,100,100,85,140,Good,Q1_2024,2,2024
31/10/2022,2874.7,176.68333333333334,100,100,47,91,100,88,85,Good,Q3_2022,10,2022
31/10/2023,3284.9,156.83333333333334,84,100,57,97,100,99,97,Good,Q3_2023,10,2024
30/06/2022,2308.8,105.43333333333334,96,100,44,100,100,89,25,Good,Q2_2022,6,2022
31/05/2023,0.0,134.88333333333333,99,100,75,100,100,94,20,Good,Q2_2023,5,2023
31/08/2023,6018.0,12:00:00,99,100,58,100,100,94,64,Good,Q4_2022,5,2023
30/06/2022,4005.9,116.53333333333333,82,100,13,100,100,81,100,Good,Q2_2022,6,2022
31/07/2023,5401.5,87.48333333333333,99,100,29,100,100,87,106,Good,Q3_2022,7,2023
31/05/2023,4657.2,221.18333333333334,82,100,77,100,100,58,64,Good,Q2_2023,6,2023
31/03/2023,4937.7,1.2166666666666668,91,100,28,100,96,71,53,Risky,Q1_2023,3,2022
31/10/2022,2446.8,63.68333333333333,88,100,64,95,100,94,42,Good,Q3_2022,10,2022
31/01/2023,211.9,181.63333333333333,96,100,76,100,100,85,147,Good,Q4_2022,1,2024
31/12/2023,8710.8,256.26666666666665,67,100,42,100,100,86,146,Good,Q4_2023,12,2023
30/06/2022,4176.5,97.26666666666667,95,100,44,100,100,88,20,Good,Q2_2022,9,2022
30/09/2022,5061.0,158.23333333333332,89,100,47,99,100,85,52,Good,Q3_2023,9,2023
30/11/2022,7834.3,87.48333333333333,100,100,44,100,100,91,5,Good,Q4_2022,5,2022
30/09/2022,0.0,93.71666666666667,88,100,35,89,96,88,104,Good,Q3_2022,9,2022
31/08/2022,5914.0,40.833333333333336,100,100,39,100,100,88,65,Good,Q3_2022,9,2022
30/09/2023,5577.4,131.01666666666668,82,98,47,96,96,88,93,Good,Q3_2023,9,2023
31/03/2022,4719.6,9.816666666666666,97,100,23,91,100,87,102,Good,Q1_2022,3,2022
31/05/2022,313.9,79.93333333333334,81,100,34,100,100,77,61,Good,Q2_2022,2,2024
30/06/2023,10573.5,146.53333333333333,95,100,46,100,100,86,113,Good,Q3_2022,8,2023
30/06/2022,7609.7,118.26666666666667,92,100,22,100,100,88,90,Good,Q2_2022,6,2022
31/07/2022,6457.0,95.28333333333333,88,99,56,100,100,87,131,Good,Q2_2022,6,2022
30/04/2023,68.0,146.96666666666667,95,100,56,100,100,89,143,Good,Q1_2023,3,2023
30/04/2022,3986.5,9.816666666666666,90,100,6,96,100,87,141,Good,Q1_2022,4,2022
29/02/2024,114.5,90.16666666666667,99,100,100,99,100,100,8,Good,Q1_2023,8,2023
31/10/2023,4869.7,1.2166666666666668,79,100,28,100,99,87,106,Good,Q3_2023,9,2022
31/10/2023,0.0,144.88333333333333,99,100,65,100,98,100,6,Good,Q3_2023,10,2022
31/01/2024,6571.5,134.88333333333333,62,100,76,100,100,79,85,Good,Q1_2024,1,2024
30/06/2023,8976.5,79.93333333333334,89,100,39,100,96,88,109,Good,Q2_2023,6,2023
30/09/2023,2528.4,174.78333333333333,85,98,50,96,92,88,76,Good,Q3_2023,5,2022
31/01/2024,8454.6,274.3833333333333,93,100,50,100,100,88,150,Good,Q4_2023,1,2023
30/09/2022,0.0,63.68333333333333,99,99,52,100,100,81,45,Good,Q3_2022,9,2022
30/06/2022,4227.2,14:24:00,99,100,47,100,100,87,79,Good,Q2_2022,6,2022
31/01/2022,36.0,20:24:00,92,100,48,100,100,82,65,Good,Q1_2022,1,2022
31/07/2023,4780.1,127.26666666666667,70,100,32,99,99,81,88,Good,Q2_2023,7,2023
31/10/2023,5767.2,200.83333333333334,99,100,81,100,100,85,74,Good,Q3_2023,11,2023
31/10/2023,4878.1,1.2166666666666668,83,95,47,99,94,86,82,Good,Q2_2022,5,2023
30/09/2022,5396.6,162.63333333333333,80,100,12,89,100,83,123,Good,Q3_2022,6,2022
31/01/2024,4910.3,224.83333333333334,70,97,40,99,100,88,95,Good,Q3_2022,1,2024
31/07/2023,4572.5,158.73333333333332,95,100,43,100,98,78,105,Good,Q2_2023,5,2023
28/02/2022,4909.8,21:36:00,99,100,30,100,100,83,126,Good,Q1_2022,3,2022
31/05/2023,8089.5,08:24:00,83,100,40,100,100,87,77,Good,Q2_2023,5,2023
31/01/2023,9556.2,138.18333333333334,92,99,39,99,99,90,120,Good,Q4_2022,11,2023
29/02/2024,5828.7,103.88333333333334,87,100,34,100,100,88,86,Good,Q1_2024,6,2024
31/12/2023,5775.1,75.36666666666666,74,100,36,100,95,88,130,Good,Q4_2023,12,2024
30/09/2023,5214.1,195.11666666666667,82,100,46,100,99,85,110,Good,Q3_2023,8,2023
31/03/2022,4735.4,117.28333333333333,87,100,22,100,100,81,78,Good,Q2_2022,5,2022
28/02/2023,223.3,126.16666666666667,100,100,81,100,100,100,9,Good,Q1_2023,5,2023
31/12/2023,8990.2,267.68333333333334,76,100,41,99,98,77,95,Good,Q4_2023,12,2023
31/03/2023,4634.1,146.96666666666667,85,94,42,98,99,81,149,Good,Q1_2023,4,2023
31/05/2023,5813.4,134.88333333333333,100,100,100,99,99,84,82,Good,Q1_2023,2,2023
31/12/2022,2367.9,08:24:00,87,100,38,99,94,86,90,Good,Q2_2023,6,2023
30/11/2022,8807.2,0.16666666666666666,98,100,36,100,100,90,88,Good,Q4_2022,11,2022
29/02/2024,6415.3,102.66666666666667,89,100,41,100,92,95,132,Good,Q1_2024,2,2022
30/09/2022,302.9,5.716666666666667,95,100,33,100,91,82,17,Good,Q3_2022,9,2022
29/02/2024,4336.2,134.53333333333333,99,100,93,100,100,90,96,Good,Q1_2024,2,2024
30/04/2023,5736.6,224.83333333333334,91,97,52,99,100,82,114,Good,Q1_2022,7,2023
31/10/2022,3961.4,63.68333333333333,89,100,44,100,100,88,72,Good,Q3_2022,9,2023
30/04/2023,4764.7,145.81666666666666,94,99,78,100,98,90,157,Good,Q1_2023,4,2023
30/06/2022,6260.9,03:36:00,95,100,36,100,100,83,42,Good,Q2_2022,6,2022
31/10/2022,6103.4,136.71666666666667,81,100,50,100,100,87,156,Good,Q3_2022,10,2022
30/06/2022,5182.9,142.13333333333333,97,100,50,99,98,87,114,Good,Q1_2022,7,2022
30/09/2023,236.6,202.03333333333333,47,100,72,100,100,93,148,Good,Q3_2023,9,2023
31/10/2022,0.0,0.36666666666666664,100,100,39,100,100,90,10,Good,Q3_2022,10,2022
31/10/2022,0.0,104.18333333333334,99,100,85,100,100,89,3,Good,Q3_2022,9,2022
30/06/2022,5399.6,14:24:00,86,100,39,96,99,88,142,Good,Q2_2022,6,2022
30/06/2022,6263.2,169.63333333333333,84,100,41,100,99,78,79,Good,Q3_2022,6,2022
31/07/2022,4962.1,171.16666666666666,85,100,33,100,100,86,36,Good,Q2_2022,6,2022
30/04/2023,118.8,114.66666666666667,100,100,60,100,100,84,142,Risky,Q1_2023,3,2023
30/09/2022,2306.5,7.116666666666666,78,99,44,100,99,89,78,Good,Q3_2022,9,2023
29/02/2024,0.0,147.66666666666666,87,100,55,100,100,88,5,Good,Q1_2024,2,2024
31/10/2022,0.0,145.96666666666667,99,100,68,100,100,88,1,Good,Q1_2022,10,2022
30/09/2023,6041.3,75.38333333333334,91,100,79,99,100,80,125,Good,Q2_2023,8,2023
31/07/2023,6523.0,40.833333333333336,99,100,67,100,99,88,48,Good,Q2_2023,6,2023
30/11/2022,8195.8,228.86666666666667,98,100,49,100,100,90,15,Good,Q4_2022,12,2022
31/07/2023,6788.5,87.48333333333333,93,100,77,100,99,84,92,Good,Q2_2023,1,2023
31/03/2022,3844.9,161.61666666666667,90,100,55,100,100,86,28,Good,Q1_2022,2,2022
30/11/2022,9585.7,97.36666666666666,99,100,31,100,100,86,9,Good,Q4_2022,12,2022
31/07/2023,5147.3,189.93333333333334,99,100,26,100,99,89,51,Good,Q2_2023,6,2023
31/05/2023,45.5,14:24:00,84,100,60,100,100,88,22,Good,Q2_2023,5,2023
31/12/2023,5107.5,87.48333333333333,72,100,36,100,98,71,175,Risky,Q4_2023,12,2023
31/10/2023,5309.3,129.28333333333333,100,100,32,100,100,87,95,Good,Q1_2024,2,2022
31/03/2023,0.0,112.08333333333333,77,100,35,100,100,87,142,Risky,Q1_2023,3,2023
31/05/2022,4548.9,20:24:00,93,100,47,100,100,78,122,Good,Q2_2022,5,2022
28/02/2023,5052.3,124.01666666666667,81,100,48,100,100,85,35,Good,Q2_2022,2,2023
31/01/2024,5213.3,134.83333333333334,96,100,85,100,100,87,139,Good,Q4_2023,2,2024
31/10/2022,0.0,3.783333333333333,100,100,42,100,100,92,78,Good,Q3_2022,5,2022
30/09/2022,6222.0,157.61666666666667,99,100,81,99,100,88,34,Good,Q3_2023,9,2022
31/12/2022,5949.1,03:36:00,95,100,51,100,100,87,99,Good,Q2_2023,8,2023
31/03/2022,4971.8,124.01666666666667,96,100,53,92,100,86,85,Good,Q1_2022,3,2022
31/07/2023,5776.8,132.46666666666667,98,100,29,100,100,89,84,Good,Q2_2023,8,2022
30/09/2023,8486.5,127.68333333333334,85,99,44,99,92,84,118,Good,Q1_2023,7,2023
31/07/2022,2052.3,08:24:00,89,100,51,100,100,83,76,Good,Q2_2022,6,2022
31/10/2022,5774.0,61.86666666666667,87,100,56,100,97,87,39,Good,Q3_2022,9,2022
31/10/2023,150.0,175.76666666666668,99,100,55,100,99,93,16,Good,Q2_2023,5,2023
31/10/2022,0.0,89.98333333333333,99,100,52,100,100,91,14,Good,Q2_2023,9,2023
30/09/2023,7220.9,03:36:00,88,100,54,100,99,82,148,Good,Q3_2023,1,2023
31/07/2022,6318.4,134.88333333333333,100,100,66,99,100,90,35,Good,Q1_2023,8,2023
30/11/2023,10399.8,235.53333333333333,65,100,58,98,99,79,112,Risky,Q4_2023,12,2023
31/01/2022,7770.7,99.61666666666666,53,100,24,100,100,83,154,Risky,Q1_2022,6,2022
30/06/2023,4549.4,128.21666666666667,82,100,36,100,99,89,81,Good,Q2_2023,6,2023
30/04/2023,5408.5,156.23333333333332,100,100,57,99,99,87,135,Good,Q1_2023,3,2023
31/08/2022,5472.1,148.41666666666666,93,100,53,100,99,86,55,Good,Q3_2022,2,2023
31/01/2024,4397.8,127.98333333333333,71,94,47,100,98,79,147,Good,Q4_2023,12,2023
30/09/2023,6294.5,98.58333333333333,81,98,38,95,99,86,98,Good,Q3_2023,9,2023
31/08/2023,3025.2,57.083333333333336,89,98,73,100,100,90,88,Good,Q3_2023,10,2023
31/08/2022,4711.6,119.36666666666666,100,100,49,96,94,89,96,Good,Q3_2022,9,2022
30/06/2023,6043.8,158.73333333333332,98,100,25,100,100,88,136,Good,Q2_2023,5,2023
30/09/2023,4384.1,0.31666666666666665,64,100,34,100,100,84,59,Risky,Q3_2023,10,2023
30/06/2023,7039.7,118.26666666666667,87,100,33,100,100,86,97,Good,Q2_2022,2,2022
31/08/2023,104.2,181.63333333333333,95,100,28,100,99,88,82,Good,Q3_2022,2,2024
31/08/2023,6139.3,6.366666666666666,100,100,30,99,99,88,78,Good,Q2_2022,6,2022
31/10/2022,5860.0,14.283333333333333,87,100,45,100,100,87,13,Good,Q3_2022,6,2022
31/05/2022,2564.5,14:24:00,99,100,53,100,100,91,65,Good,Q2_2022,9,2022
30/04/2023,5393.5,129.98333333333332,84,100,69,100,100,79,151,Good,Q1_2023,12,2023
31/03/2023,6686.9,130.21666666666667,82,99,39,98,95,85,127,Good,Q1_2023,3,2023
28/02/2023,0.0,99.61666666666666,100,100,64,100,100,87,11,Good,Q2_2022,6,2023
30/06/2022,8390.0,173.38333333333333,85,100,50,99,100,98,71,Good,Q2_2022,6,2022
31/05/2023,28.2,181.63333333333333,100,100,54,100,100,98,14,Good,Q3_2022,2,2023
29/02/2024,4692.9,114.61666666666666,85,96,53,100,100,84,72,Good,Q2_2022,9,2024
31/10/2023,276.4,174.31666666666666,99,100,78,100,100,92,7,Good,Q3_2023,9,2023
